trial_idx,source_vendor,source_model,source_condition,source_repeat_idx,source_label,source_quote,source_quote_sha1,source_quote_valid,ground_truth,judge_vendor,judge_model,raw_output,verdict,format_valid,supports_label
196,gemini,gemini-3-flash-preview,evidence_required,3,METASTATIC,We randomly assigned patients with metastatic breast cancer who had not received previous chemotherapy or anti-HER2 therapy for their metastatic disease to receive the pertuzumab combination or the placebo combination.,b115d94518768d5f9b795d5db83ebfc4ffac9bc6,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
197,gemini,gemini-3-flash-preview,evidence_required,2,METASTATIC,Patients aged 18 years and older with metastatic soft-tissue sarcomas,5aa95ecda2edcb243e6f1061f50ba6de22c5831e,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
197,gemini,gemini-3-flash-preview,evidence_required,3,METASTATIC,Patients aged 18 years and older with metastatic soft,86eb6a5a948f3912c43569f11c623d3dcb14b4bb,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
198,gemini,gemini-3-flash-preview,evidence_required,2,LOCALIZED,Eligible patients had complete gross resection of a primary gastrointestinal stromal tumour at least 3 cm in size and positive for the KIT protein by immunohistochemistry.,0dba11ee514688d77c9254edf4807a4baff8b71f,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
198,gemini,gemini-3-flash-preview,evidence_required,3,LOCALIZED,Eligible patients had complete gross resection of a primary gastrointestinal stromal tumour,76a09e20d2d740bdabd2af21bb950f49cb219034,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
199,gemini,gemini-3-flash-preview,evidence_required,2,METASTATIC,men with at least one bone metastasis from castration-resistant prostate cancer that had progressed after docetaxel treatment were randomly assigned,37778d79b23f24354dccbd63cc0fc49a6013ae65,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
199,gemini,gemini-3-flash-preview,evidence_required,3,METASTATIC,Our aim was to assess the use of ipilimumab after,563803f93742a5ad0e54d611a129fb162ce55595,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
0,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients with resectable NSCLC (stage II to IIIB [N2 node stage] according to the eighth edition of the AJCC Cancer Staging Manual),85e156f895f3ed503c4178addd4d94580bebde85,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
1,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,we enrolled patients who had locally advanced and unresectable or metastatic,aa41afcfd0d25b8d3f4bc8fbef7869c1c9d86a37,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
2,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,advanced or metastatic soft-tissue sarcoma,d28b1db6a124af08f9f65e1287ad6406871299d6,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
3,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Patients with stage II-IV ovarian cancer were randomly assigned,3d24cd87c74831431b75447b0066652f058d4220,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
4,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,those who had centrally located squamous cell carcinoma with cavitary,14348ecd6150694f35998f13a9b61ff576c513fe,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
5,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,We randomly assigned patients with epidermal growth factor receptor-positive colorectal cancer with unresectable metastases to receive FOLFIRI either alone or in combination with cetuximab.,095a4141eb262225a4f7a27dacfdcec099af798c,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
6,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Localised prostate cancer is commonly treated with external beam radiotherapy and moderate,93a011d4fea905c8f60e6d5512d87f998750d89e,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
7,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,Exclusion criteria were previous bilateral oophorectomy or ovarian,738b55450f305ebb6083f9550ce0d793bb275d13,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
8,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,We assessed the efficacy and safety of the aromatase inhibitor anastro,bc88e62143bc0c9f7397e9ce30b587a20003568a,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
9,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,we recruited patients aged 18 years or older with,ca4a0d30874b0052ef92684b33263b9379859a4a,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
10,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"We randomly assigned patients with node-positive or high-risk node-negative HER2-positive, operable breast cancer to receive either pertuzumab or placebo added to standard adjuvant chemotherapy plus 1 year of treatment with trastuzumab.",0591ee004c0def46184a426053dd9738f35bbfe6,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
11,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Patients aged at least 18 years with previously untreated,0b407e11d8e70f359fdc350bd85a3017c6a794e8,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
12,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"Participants were patients with persistent or recurrent epithelial ovarian, fallopian tube",9d680e16f279da24617cb2dded0f2f148e428a14,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
13,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,5102 patients with HER2-positive,6e8f583e331ae97b039b4274289f9cc76de51694,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
14,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,had stage I-III histologically proven and operable invasive hormone receptor-positive breast cancer,51ec0273befa1e47d1450daed3776964587877f4,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
16,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Eligible patients were women aged 18 years or older with unilateral,fa828c664e4d6915e3b826d995dda65ee5a24afe,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
17,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"Postmenopausal patients with early, hormone receptor-positive,",68e45bf2723aaf85c62974581393b33f08376601,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
18,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,"In this phase 3, multinational, double-blind,",d62a4ca5af50b33b775e30a113eab79034e9c464,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
19,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Eligible patients were adult women (aged ≥18 years,dfea16ed826e19dac78d07a31edc2219984a297d,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
21,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"In this trial, we randomly assigned 556 patients",5a367c4e58fb6e9cfa55fbb7a21840df3dc5edc7,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
22,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"870 patients with completely resected, stage III melanoma with BRAF V600E or V600K mutations",5bc192c8ba270a07267a65bb5a3800b98362e9a3,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
23,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,140 patients with early breast cancer were randomly assigned,bff69170118c768e1eb092596381a3c543eed253,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
25,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,randomized clinical trial enrolled systemic therapy-naive adults with histologically confirmed,8cbe559a5132c3510d3a7004165b477c7d5d0d59,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
26,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,women aged 25-60 years were randomly assigned,ef016a5eb2328ee48078573c31cefca9d5af9dac,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
27,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Patients (aged 18-80 years,bbab1c3921c2657b0258898e56f6bb32b91c1e35,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
28,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Treatment for patients with recurrent ovarian cancer has been mainly based on,69248b845a348504f04bdc025f5bcb0b2c20ad4c,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
29,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,measurable or evaluable high-grade serous or endometri,56e72dca2422ca084705cc335eb6899ddc062337,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
30,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,1500 women with axillary node-positive or high-risk node-negative breast cancer,bcdd56e17d1a840c3afc168e772f2dc8dca708c5,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
31,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,A total of 424 survivors of stages 0 to III breast cancer who had completed cancer treatments at least 12 months previously were screened,5808aec2aa6f127482bcc1304d8c6a36f777e807,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
32,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,The drug may have efficacy in patients with HER2-positive advanced gastric,b62e995489b9d85619a85cb51b2f3cd258d41728,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
33,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,we randomly assigned 127 patients with dysplastic Barrett,45abd30338224ac4c9a6497a3d70732625e71aa7,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
34,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Eligible patients were premenopausal women aged 18-59 years,5f840835219fab2ba5517b0ca1e10975f184285b,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
35,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,recurrent or metastatic squamous-cell carcinoma of the head and,821b13e93a3d74436c5c87b76e94d2e1b7090bc3,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
36,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"patients with chemotherapy-naive, stage IIIB or IV, non-",665ffd8ffb4b29e86141481a76f6b55b985c8905,False,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
37,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,histologically or cytologically confirmed advanced non-small-cell lung cancer,25e69c709826bca84b2a20a3de52d1e666cec5d8,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
38,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"Eligible patients were male, aged 18 years or older, with histologically confirmed or cytologically confirmed de novo metastatic prostate adenocarcinoma",4dccde99f317d5f36d314601c66701d8accae702,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
39,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,adult patients (aged ≥18 years) with histologically confirmed BRAF(V600) mutation-positive unresectable stage IIIC or stage IV melanoma were randomly assigned,8a5c047c35aa6f50c18f52b683e7dbd2d05b54ef,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
40,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"we assigned 615 patients with locoregional, high",d05f59ff3e74720ef323d38196d4b51e50a5f85c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
41,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Standard first-line regimens for patients with metastatic gastroes,ffcc32a8347280ddf65b415bdb0b315d7e6f9fb5,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
42,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,1256 patients with resected stage III,a75e6175509c8dd0fc4c56efdb8cb1dddffd3cf9,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
43,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,men who had newly diagnosed clinically localised prostate cancer,59a3763c94c3f0cac7eec1001ce3b4f98d515821,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
45,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,1006 treatment-naive patients diagnosed with advanced metastatic renal cell carcinoma were randomly allocated,02d496a2dd8422ce71898eb8c05bed6bc7046068,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
46,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,we recruited patients aged 18 years or older with newly-diagnosed metastatic castration-resistant prostate cancer,45921d9ab9b48290b5485d58823453be5f06f07f,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
47,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,We compared the efficacy and safety of a modified FOLFIRINO,c7e38e489e7e4c0cfabd626a1d68e773ab7ef786,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
48,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,patients with previously treated metastatic breast cancer,d4d34620582aba440ad57f1a5e1e98bf67366997,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
49,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"women with hormone-receptor-positive, human epidermal",660ec951f268ff99e8f633c71740a58391fbb24f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
50,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,we enrolled patients with stage IIIB or IV adenocarcinoma,0825e4d60d1fa4f662bb55c1140ae89e2cce2319,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
51,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"advanced hormone-receptor-positive, human epidermal growth factor receptor",75062dc8fd420b4d90a15aa24dff341a910eba27,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
52,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,"The study involved 182,16",e2260312646af6e3a013c14a9e868225bfa5f955,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
53,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,adjuvant chemotherapy for operable node-positive breast cancer,d831e475033b14ff9450885da9a3f45addd83004,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
54,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,We enrolled patients with stage IV or recurrent NSCLC,83ebc0f9d457c6f7c84b8d584fad5230449ae643,True,BOTH,gemini,gemini-3-flash-preview,"usually metastatic or treated as such.
    *",INVALID,False,
55,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,"In the Prostate Cancer Prevention Trial (PCPT), finaster",e827fd6ed9cedd5ab4e5cbc7022788b3a4a0e5fd,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
56,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,One hundred twenty-one participants were assigned 5 mg,26caef53683d157edf9fcc2c68943199fd491164,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
57,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,enrolled 160 patients with radiologically confirmed painful bone metastases,bf827c4b70a3b2c7f466645b23a47ece3ad69f79,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
58,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"Patients aged 18 years or older, with centrally confirmed",54d212a011d4743b2d9a68211839fe112c75c56b,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
59,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"JACOB was a double-blind, placebo-controlled, randomised, multicentre, phase 3 trial in patients aged 18 years or older with HER2-positive metastatic gastric or gastro-oesophageal junction cancer.",3775d984868f90f69a99a5af7c3928c8895cb059,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
60,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,premenopausal and postmenopausal women 35-70 years of age deemed to be at an increased risk of developing breast cancer,eb39c499b2390ac2dd1d4534274471899a2f3445,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
62,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,Eligible participants were aged 18 year or older with hist,17ac88b62929c763b814fad909cd05cef8dd3b7b,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
63,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Eligible participants were adults aged 18-75 years,a284feb82a6e5df208e4e25d38860653ef9b572f,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
64,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,patients with advanced renal cell carcinoma and no previous systemic therapy,27873bec3229f421e7a00bd2e3a69d89aa463abb,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
66,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"Patients with stage II to IV epithelial ovarian cancer, fallopian tube cancer, or primary peritoneal cancer were eligible for enrolment",92b54c29dfeb350fb3e61b31231bb4b6ae50a08e,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
67,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"Patients with unresectable stage IIIc-IV, BRAFV6",946ae7f2594fcb5b1278330be651f5a678f112bd,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
69,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,we randomly assigned previously untreated patients in East Asia who had advanced pulmonary adenocarcinoma,96d38b1bcb1aa5ffc0fdc50e988558ea509561ce,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
70,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"Randomization was stratified based on site of metastasis (visceral,",7e5d8909a7017653bee2a7ee71c3a15fbfd4ef5a,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
71,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"Eligible patients were aged 18 years or older, had metastatic castration-resistant prostate cancer",90d37de0fe857b85ec9ed0126051eeeee05f0b83,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
72,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,patients with resected stage III melanoma with BRAF,b13d3a946fa5c810b63d343d5366f5ef75be3a0a,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
74,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,adult patients with histologically confirmed locally advanced or metastatic adrenocortical carcinoma were recruited,0298c4ebd14147a2c51e15d5aff9edd861061538,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
75,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,We randomly assigned 229 patients who had well-,e0526438dca7bd0aeb7e575d88e860c2c7f3c0cd,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
76,gemini,gemini-3-flash-preview,evidence_required,1,NEITHER,participants aged 50 to 64 years,149f3b2aa1ad1813e70c34c3616ee7ebfba3641c,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
77,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,Participants (N = 516) were low-level community or household ambulators with stage IIIC or IV solid or hematologic cancer.,25ecd584e5b4a56896c4eee319b874a2c1548069,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
78,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,we randomly assigned patients (in a 1:1 ratio),224ad0306ecbdbb1e61819f96cfa6b02a6c6432a,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
79,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,patients with clear-cell renal-cell carcinoma who were,c6babd6926440ac4f820f5e7788cef20ae867f98,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
80,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,In the AFFIRM trial of patients with metastatic castration-,1f22e8954c181e8838473310c0291d1ab3de519c,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
81,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,women are eligible for participation if they have stage II or III breast cancer with a tumor 2.5 cm or larger in diameter,160152c25a7ab010da6980b7b21b6fc4632b87bf,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
82,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,we randomly assigned patients 2:1 with untreated locally recurrent inoper,3a9f5b0b65c6f36108ec7f5d7fc6bde649c0412f,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
83,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,resectable cancer of the middle or lower third of the esophagus,4aa815917ed986cf18485917b5df7dc4af2ec9fd,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
84,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,479 women with previously untreated recurrent and/or,c49459eba9aa9ecdfef521f28238db8bbe0e3921,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
85,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,we assigned patients with chemorefractory metastatic colorectal cancer with,76ecfde963edc5c5c6a0eeb6fc4c8a3e28420fc9,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
86,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"enrolling patients with at least one risk factor (pathological T-stage 3 or 4, Gleason score of 7-10, positive margins, or preoperative PSA ≥10 ng/mL) for biochemical progression after radical prostatectomy",a71040b3a8b377cf20ea24365216ca338c38a6ea,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
87,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,"eligible patients had histologically confirmed, radiologically evident mUC of the urinary tract.",fb9278c2791a54c475e36e439cc3e33ec9537dfc,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
88,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,840 patients with stage IB-IIIA NSCLC from 101 centres in 14 countries were randomly assigned to observation (n=433) or to 30 mg/m(2) vinorelbine plus 100 mg/m(2) cisplatin (n=,d30822da13e718c3273975bc1d5efb70ec9cd52c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
89,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"histopathologically diagnosed with undifferentiated or differentiated,",e2e958e3041d7e8b4b0f0715fd6b068113dbd303,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
90,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,A total of 2526 patients with stage,20b26158d7a0628d0b37c8b266cb526c76134c1b,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
91,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,we randomly assigned patients with sentinel-node metastases detected,3463d51815e11d2c9977e70d51b8753dcabc12c1,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
92,gemini,gemini-3-flash-preview,evidence_required,1,BOTH,"histologically confirmed epithelial ovarian, primary peritoneal, or fallopian tube carcinoma",20a8ac2d2d7de84a786ae92ba2577331d911dc21,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
93,gemini,gemini-3-flash-preview,evidence_required,1,LOCALIZED,"adult patients (aged ≥18 years) who had hormone receptor-positive, HER2-negative, node-positive, early breast cancer at a high risk of recurrence",c37659491a000415239367e1978caf776dc39280,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
94,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,patients with previously untreated metastatic renal cell carcinoma,d39b284e062de97f1ada89226d8b6168e2099764,False,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
95,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,Eligibility criteria included at least one radiologically confirmed bone metastasis from a histologically confirmed breast cancer.,bb6dc179cfb7920a2b89f8bbae2243766fd6d536,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
96,gemini,gemini-3-flash-preview,evidence_required,1,METASTATIC,men with radiographically documented metastatic castration-resistant prostate cancer that had progressed after docetaxel treatment,7ad600db6616635fc16a44ff62e3125d220e6c0e,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
